1	The	the	DET	DT	_	3	det	_	_
2	old	old	ADJ	JJ	_	3	amod	_	_
3	car	car	NOUN	NN	_	4	nsubj	_	_
4	broke	break	VERB	VBD	_	0	ROOT	_	_
5	down	down	ADP	RP	_	4	prt	_	_
6	in	in	ADP	IN	_	4	prep	_	_
7	the	the	DET	DT	_	9	det	_	_
8	car	car	NOUN	NN	_	9	compound	_	_
9	park	park	NOUN	NN	_	6	pobj	_	_
10	.	.	PUNCT	.	_	4	punct	_	_

1	The	the	DET	DT	_	2	det	_	_
2	horses	horse	NOUN	NNS	_	4	nsubjpass	_	_
3	were	be	AUX	VBD	_	4	auxpass	_	_
4	broken	break	VERB	VBN	_	0	ROOT	_	_
5	in	in	ADP	RP	_	4	prt	_	_
6	and	and	CCONJ	CC	_	4	cc	_	_
7	ridden	ride	VERB	VBN	_	4	conj	_	_
8	in	in	ADP	IN	_	7	prep	_	_
9	two	two	NUM	CD	_	10	nummod	_	_
10	weeks	week	NOUN	NNS	_	8	pobj	_	_
11	.	.	PUNCT	.	_	4	punct	_	_

1	It	-PRON-	PRON	PRP	_	2	nsubj	_	_
2	was	be	AUX	VBD	_	0	ROOT	_	_
3	my	-PRON-	DET	PRP$	_	4	poss	_	_
4	aunt	aunt	NOUN	NN	_	6	nmod	_	_
5	’s	’s	PART	POS	_	4	punct	_	_
6	car	car	NOUN	NN	_	2	attr	_	_
7	which	which	DET	WDT	_	9	dobj	_	_
8	we	-PRON-	PRON	PRP	_	9	nsubj	_	_
9	sold	sell	VERB	VBD	_	6	relcl	_	_
10	at	at	ADP	IN	_	9	prep	_	_
11	auction	auction	NOUN	NN	_	10	pobj	_	_
12	last	last	ADJ	JJ	_	13	amod	_	_
13	year	year	NOUN	NN	_	9	npadvmod	_	_
14	in	in	ADP	IN	_	9	prep	_	_
15	February	February	PROPN	NNP	_	14	pobj	_	_
16	.	.	PUNCT	.	_	2	punct	_	_

1	The	the	DET	DT	_	5	det	_	_
2	long	long	ADJ	JJ	_	5	amod	_	_
3	and	and	CCONJ	CC	_	2	cc	_	_
4	lonely	lonely	ADJ	JJ	_	2	conj	_	_
5	road	road	NOUN	NN	_	8	nsubj	_	_
6	to	to	ADP	IN	_	5	prep	_	_
7	redemption	redemption	NOUN	NN	_	6	pobj	_	_
8	begins	begin	VERB	VBZ	_	0	ROOT	_	_
9	with	with	ADP	IN	_	8	prep	_	_
10	self	self	NOUN	NN	_	12	compound	_	_
11	-	-	PUNCT	HYPH	_	12	punct	_	_
12	reflection	reflection	NOUN	NN	_	9	pobj	_	_
13	:	:	PUNCT	:	_	8	punct	_	_
14	the	the	DET	DT	_	15	det	_	_
15	need	need	NOUN	NN	_	8	compound	_	_
16	to	to	PART	TO	_	17	aux	_	_
17	delve	delve	VERB	VB	_	15	acl	_	_
18	inwards	inward	NOUN	NNS	_	17	dobj	_	_
19	to	to	PART	TO	_	20	aux	_	_
20	deconstruct	deconstruct	VERB	VB	_	17	advcl	_	_
21	layers	layer	NOUN	NNS	_	20	dobj	_	_
22	of	of	ADP	IN	_	21	prep	_	_
23	psychological	psychological	ADJ	JJ	_	24	amod	_	_
24	obfuscation	obfuscation	NOUN	NN	_	22	pobj	_	_
25	.	.	PUNCT	.	_	15	punct	_	_

1	My	-PRON-	DET	PRP$	_	3	poss	_	_
2	wildest	wild	ADJ	JJS	_	3	amod	_	_
3	dream	dream	NOUN	NN	_	4	nsubj	_	_
4	is	be	AUX	VBZ	_	0	ROOT	_	_
5	to	to	PART	TO	_	6	aux	_	_
6	build	build	VERB	VB	_	4	xcomp	_	_
7	a	a	DET	DT	_	9	det	_	_
8	POS	pos	NOUN	NN	_	9	compound	_	_
9	tagger	tagger	NOUN	NN	_	6	dobj	_	_
10	which	which	DET	WDT	_	11	nsubj	_	_
11	processes	process	VERB	VBZ	_	9	relcl	_	_
12	10	10	NUM	CD	_	14	nummod	_	_
13	K	k	NOUN	NN	_	14	compound	_	_
14	words	word	NOUN	NNS	_	11	dobj	_	_
15	per	per	ADP	IN	_	14	prep	_	_
16	second	second	NOUN	NN	_	15	pobj	_	_
17	and	and	CCONJ	CC	_	11	cc	_	_
18	uses	use	VERB	VBZ	_	11	conj	_	_
19	only	only	ADV	RB	_	20	advmod	_	_
20	1	1	NUM	CD	_	21	nummod	_	_
21	MB	mb	NOUN	NN	_	18	dobj	_	_
22	of	of	ADP	IN	_	21	prep	_	_
23	RAM	ram	NOUN	NN	_	22	pobj	_	_
24	,	,	PUNCT	,	_	4	punct	_	_
25	but	but	CCONJ	CC	_	4	cc	_	_
26	it	-PRON-	PRON	PRP	_	28	nsubj	_	_
27	may	may	VERB	MD	_	28	aux	_	_
28	prove	prove	VERB	VB	_	4	conj	_	_
29	too	too	ADV	RB	_	28	advmod	_	_
30	hard	hard	ADV	RB	_	28	advmod	_	_
31	.	.	PUNCT	.	_	28	punct	_	_

1	The	the	DET	DT	_	4	det	_	_
2	Penn	Penn	PROPN	NNP	_	3	compound	_	_
3	Treebank	Treebank	PROPN	NNP	_	4	compound	_	_
4	tagset	tagset	NOUN	NN	_	6	nsubjpass	_	_
5	was	be	AUX	VBD	_	6	auxpass	_	_
6	culled	cull	VERB	VBN	_	0	ROOT	_	_
7	from	from	ADP	IN	_	6	prep	_	_
8	the	the	DET	DT	_	11	det	_	_
9	original	original	ADJ	JJ	_	11	amod	_	_
10	87-tag	87-tag	NUM	CD	_	11	nummod	_	_
11	tagset	tagset	NOUN	NN	_	7	pobj	_	_
12	for	for	ADP	IN	_	11	prep	_	_
13	the	the	DET	DT	_	15	det	_	_
14	Brown	Brown	PROPN	NNP	_	15	compound	_	_
15	Corpus	Corpus	PROPN	NNP	_	12	pobj	_	_
16	.	.	PUNCT	.	_	6	punct	_	_

1	Thus	thus	ADV	RB	_	14	advmod	_	_
2	the	the	DET	DT	_	10	det	_	_
3	EM	em	NOUN	NN	_	5	npadvmod	_	_
4	-	-	PUNCT	HYPH	_	5	punct	_	_
5	trained	train	VERB	VBN	_	10	amod	_	_
6	“	"	PUNCT	``	_	10	punct	_	_
7	pure	pure	ADJ	JJ	_	8	amod	_	_
8	HMM	HMM	PROPN	NNP	_	10	nmod	_	_
9  	”	"	PUNCT	''	_	8	punct	_	_
10	tagger	tagger	NOUN	NN	_	14	nsubjpass	_	_
11	is	be	AUX	VBZ	_	14	auxpass	_	_
12	probably	probably	ADV	RB	_	14	advmod	_	_
13	best	best	ADV	RB	_	14	advmod	_	_
14	suited	suited	ADJ	JJ	_	0	ROOT	_	_
15	to	to	ADP	IN	_	14	prep	_	_
16	cases	case	NOUN	NNS	_	15	pobj	_	_
17	where	where	ADV	WRB	_	11	advmod	_	_
18	no	no	DET	DT	_	20	det	_	_
19	training	training	NOUN	NN	_	20	compound	_	_
20	data	datum	NOUN	NNS	_	21	nsubj	_	_
21	is	be	AUX	VBZ	_	16	relcl	_	_
22	available	available	ADJ	JJ	_	21	acomp	_	_
23	,	,	PUNCT	,	_	14	punct	_	_
24	for	for	ADP	IN	_	14	prep	_	_
25	example	example	NOUN	NN	_	24	pobj	_	_
26	,	,	PUNCT	,	_	14	punct	_	_
27	when	when	ADV	WRB	_	28	advmod	_	_
28	tagging	tag	VERB	VBG	_	14	advcl	_	_
29	languages	language	NOUN	NNS	_	28	dobj	_	_
30	for	for	ADP	IN	_	34	prep	_	_
31	which	which	DET	WDT	_	30	pobj	_	_
32	no	no	DET	DT	_	33	det	_	_
33	data	data	NOUN	NN	_	34	nsubj	_	_
34	was	be	AUX	VBD	_	38	auxpass	_	_
35	previously	previously	ADV	RB	_	38	advmod	_	_
36	hand	hand	NOUN	NN	_	38	npadvmod	_	_
37	-	-	PUNCT	HYPH	_	38	punct	_	_
38	tagged	tag	VERB	VBN	_	29	amod	_	_
39	.	.	PUNCT	.	_	14	punct	_	_

1	Skill	skill	NOUN	NN	_	4	nsubj	_	_
2	without	without	ADP	IN	_	1	prep	_	_
3	imagination	imagination	NOUN	NN	_	2	pobj	_	_
4	is	be	AUX	VBZ	_	0	ROOT	_	_
5	craftsmanship	craftsmanship	NOUN	NN	_	4	acomp	_	_
6	and	and	CCONJ	CC	_	4	cc	_	_
7	gives	give	VERB	VBZ	_	4	conj	_	_
8	us	-PRON-	PRON	PRP	_	7	dative	_	_
9	many	many	ADJ	JJ	_	11	amod	_	_
10	useful	useful	ADJ	JJ	_	11	amod	_	_
11	objects	object	NOUN	NNS	_	7	dobj	_	_
12	such	such	ADJ	JJ	_	13	amod	_	_
13	as	as	SCONJ	IN	_	11	prep	_	_
14	wickerwork	wickerwork	NOUN	NN	_	15	compound	_	_
15	picnic	picnic	NOUN	NN	_	16	compound	_	_
16	baskets	basket	NOUN	NNS	_	13	pobj	_	_
17	.	.	PUNCT	.	_	4	punct	_	_

1	But	but	CCONJ	CC	_	6	cc	_	_
2	far	far	ADV	RB	_	3	advmod	_	_
3	fewer	few	ADJ	JJR	_	4	amod	_	_
4	people	people	NOUN	NNS	_	6	nsubj	_	_
5	fully	fully	ADV	RB	_	6	advmod	_	_
6	understand	understand	VERB	VBP	_	32	ccomp	_	_
7	how	how	ADV	WRB	_	11	advmod	_	_
8	the	the	DET	DT	_	10	det	_	_
9	Media	Media	PROPN	NNP	_	10	compound	_	_
10	Lab	Lab	PROPN	NNP	_	11	nsubj	_	_
11	operates	operate	VERB	VBZ	_	6	ccomp	_	_
12	,	,	PUNCT	,	_	11	punct	_	_
13	fits	fit	VERB	VBZ	_	6	ccomp	_	_
14	into	into	ADP	IN	_	13	prep	_	_
15	MIT	MIT	PROPN	NNP	_	14	pobj	_	_
16	,	,	PUNCT	,	_	6	punct	_	_
17	and	and	CCONJ	CC	_	6	cc	_	_
18	encourages	encourage	VERB	VBZ	_	6	conj	_	_
19	such	such	DET	PDT	_	22	predet	_	_
20	a	a	DET	DT	_	22	det	_	_
21	creative	creative	ADJ	JJ	_	22	amod	_	_
22	environment	environment	NOUN	NN	_	18	dobj	_	_
23	;	;	PUNCT	:	_	32	punct	_	_
24	about	about	ADP	IN	_	25	quantmod	_	_
25	half	half	NOUN	NN	_	32	nsubj	_	_
26	of	of	ADP	IN	_	25	prep	_	_
27	the	the	DET	DT	_	29	det	_	_
28	anniversary	anniversary	NOUN	NN	_	29	compound	_	_
29	celebration	celebration	NOUN	NN	_	26	pobj	_	_
30	’s	’s	PART	POS	_	25	punct	_	_
31	program	program	NOUN	NN	_	25	appos	_	_
32	focused	focus	VERB	VBD	_	0	ROOT	_	_
33	on	on	ADP	IN	_	32	prep	_	_
34	simply	simply	ADV	RB	_	35	advmod	_	_
35	defining	define	VERB	VBG	_	33	pcomp	_	_
36	what	what	PRON	WP	_	40	attr	_	_
37	the	the	DET	DT	_	39	det	_	_
38	Media	Media	PROPN	NNP	_	39	compound	_	_
39	Lab	Lab	PROPN	NNP	_	40	nsubj	_	_
40	is	be	AUX	VBZ	_	35	ccomp	_	_
41	.	.	PUNCT	.	_	32	punct	_	_

1	Instead	instead	ADV	RB	_	2	advmod	_	_
2	of	of	ADP	IN	_	13	prep	_	_
3	constantly	constantly	ADV	RB	_	4	advmod	_	_
4	worrying	worry	VERB	VBG	_	13	advcl	_	_
5	about	about	ADP	IN	_	4	prep	_	_
6	funding	funding	NOUN	NN	_	5	pobj	_	_
7	,	,	PUNCT	,	_	13	punct	_	_
8	the	the	DET	DT	_	9	det	_	_
9	faculty	faculty	NOUN	NN	_	13	nsubj	_	_
10	and	and	CCONJ	CC	_	9	cc	_	_
11	students	student	NOUN	NNS	_	9	conj	_	_
12	can	can	VERB	MD	_	13	aux	_	_
13	focus	focus	VERB	VB	_	0	ROOT	_	_
14	on	on	ADP	IN	_	13	prep	_	_
15	their	-PRON-	DET	PRP$	_	16	poss	_	_
16	project	project	NOUN	NN	_	14	pobj	_	_
17	,	,	PUNCT	,	_	13	punct	_	_
18	with	with	ADP	IN	_	13	prep	_	_
19	the	the	DET	DT	_	20	det	_	_
20	exception	exception	NOUN	NN	_	18	pobj	_	_
21	of	of	ADP	IN	_	20	prep	_	_
22	sponsors	sponsor	NOUN	NNS	_	24	poss	_	_
23	’	’	PART	POS	_	22	case	_	_
24	weeks	week	NOUN	NNS	_	21	pobj	_	_
25	,	,	PUNCT	,	_	20	punct	_	_
26	when	when	ADV	WRB	_	28	advmod	_	_
27	they	-PRON-	PRON	PRP	_	28	nsubj	_	_
28	have	have	AUX	VBP	_	20	relcl	_	_
29	to	to	PART	TO	_	30	aux	_	_
30	convince	convince	VERB	VB	_	28	xcomp	_	_
31	companies	company	NOUN	NNS	_	30	dobj	_	_
32	to	to	PART	TO	_	33	aux	_	_
33	start	start	VERB	VB	_	30	xcomp	_	_
34	or	or	CCONJ	CC	_	33	cc	_	_
35	continue	continue	VERB	VB	_	33	conj	_	_
36	their	-PRON-	DET	PRP$	_	37	poss	_	_
37	support	support	NOUN	NN	_	35	dobj	_	_
38	.	.	PUNCT	.	_	13	punct	_	_

