1	The	the	_	DT	_	3	det	_	_
2	old	old	_	JJ	_	3	amod	_	_
3	car	car	_	NN	_	4	nsubj	_	_
4	broke	break	_	VBD	_	0	ROOT	_	_
5	down	down	_	RP	_	4	compound	_	_
6	in	in	_	IN	_	9	case	_	_
7	the	the	_	DT	_	9	det	_	_
8	car	car	_	NN	_	9	compound	_	_
9	park	park	_	NN	_	4	oblin	_	_

1	The	the	_	DT	_	2	det	_	_
2	horses	horse	_	NNS	_	4	nsubj	4:nsubj|7:nsubj	_
3	were	be	_	VBD	_	4	aux	_	_
4	broken	break	_	VBN	_	0	ROOT	_	_
5	in	in	_	IN	_	4	obl	_	_
6	and	and	_	CC	_	7	cc	_	_
7	ridden	ride	_	VBN	_	4	conj	_	_
8	in	in	_	IN	_	10	case	_	_
9	two	two	_	CD	_	10	nummod	_	_
10	weeks	week	_	NNS	_	7	oblin	_	_

1	It	-PRON-	_	PRP	_	6	nsubj	_	_
2	was	be	_	VBD	_	6	cop	_	_
3	my	-PRON-	_	PRP$	_	4	nmodposs	_	_
4	aunt	aunt	_	NN	_	6	compound	_	_
5	’s	’s	_	NN	_	6	compound	_	_
6	car	car	_	NN	_	0	ROOT	_	_
7	which	which	_	WDT	_	9	obj	_	_
8	we	-PRON-	_	PRP	_	9	nsubj	_	_
9	sold	sell	_	VBD	_	6	dep	_	_
10	at	at	_	IN	_	11	case	_	_
11	auction	auction	_	NN	_	9	oblin	_	_
12	last	last	_	JJ	_	13	amod	_	_
13	year	year	_	NN	_	9	obltmod	_	_
14	in	in	_	IN	_	15	case	_	_
15	February	February	_	NNP	_	9	oblin	_	_

1	The	the	_	DT	_	5	det	_	_
2	long	long	_	JJ	_	5	amod	_	_
3	and	and	_	CC	_	4	cc	_	_
4	lonely	lonely	_	JJ	_	2	conj	2:conj|5:amod	_
5	road	road	_	NN	_	8	nsubj	_	_
6	to	to	_	IN	_	7	case	_	_
7	redemption	redemption	_	NN	_	5	nmodtp	_	_
8	begins	begin	_	VBZ	_	0	ROOT	_	_
9	with	with	_	IN	_	12	case	_	_
10	self	self	_	NN	_	12	compound	_	_
11	-	-	_	HYPH	_	12	punct	_	_
12	reflection	reflection	_	NN	_	8	oblwith	_	_
13	the	the	_	DT	_	15	det	_	_
14	need	need	_	NN	_	8	obj	_	_
15	to	to	_	TO	_	17	mark	_	_
16	delve	delve	_	VB	_	8	parataxis	_	_
17	inwards	inward	_	RB	_	17	advmod	_	_
18	to	to	_	IN	_	21	case	_	_
19	deconstruct	deconstruct	_	JJ	_	21	amod	_	_
20	layers	layer	_	NNS	_	17	oblto	_	_
21	of	of	_	IN	_	24	case	_	_
22	psychological	psychological	_	JJ	_	24	amod	_	_
23	obfuscation	obfuscation	_	NN	_	21	nmodof	_	_

1	My	-PRON-	_	PRP$	_	3	nmodposs	_	_
2	wildest	wild	_	JJ	_	3	amod	_	_
3	dream	dream	_	NN	_	4	nsubj	_	_
4	is	be	_	VBZ	_	0	ROOT	_	_
5	to	to	_	TO	_	6	mark	_	_
6	build	build	_	VB	_	4	xcomp	_	_
7	a	a	_	DT	_	9	det	_	_
8	POS	pos	_	NN	_	9	dep	_	_
9	tagger	tagger	_	NN	_	6	obj	11:nsubj|17:nsubj	_
10	which	which	_	WDT	_	9	ref	_	_
11	processes	process	_	VBZ	_	9	aclrelcl	_	_
12	10K	10k	_	CD	_	13	nummod	_	_
13	words	word	_	NNS	_	11	obj	_	_
14	per	per	_	IN	_	15	case	_	_
15	second	second	_	NN	_	13	nmodper	_	_
16	and	and	_	CC	_	17	cc	_	_
17	uses	use	_	VBZ	_	9	aclrelcl	9:acl:recl|11:conj	_
18	only	only	_	RB	_	19	advmod	_	_
19	1	1	_	CD	_	20	nummod	_	_
20	MB	mb	_	NNS	_	17	obj	_	_
21	of	of	_	IN	_	22	case	_	_
22	RAM	ram	_	NNP	_	20	nmodof	_	_
23	but	but	_	CC	_	27	cc	_	_
24	it	-PRON-	_	PRP	_	27	nsubj	_	_
25	may	may	_	MD	_	27	aux	_	_
26	prove	prove	_	VB	_	4	conjbut	_	_
27	too	too	_	RB	_	29	advmod	_	_
28	hard	hard	_	JJ	_	27	xcomp	_	_

1	The	the	_	DT	_	4	det	_	_
2	Penn	Penn	_	NNP	_	4	compound	_	_
3	Treebank	Treebank	_	NNP	_	4	compound	_	_
4	tagset	tagset	_	NNP	_	6	nsubjpass	_	_
5	was	be	_	VBD	_	6	auxpass	_	_
6	culled	cull	_	VBN	_	0	ROOT	_	_
7	from	from	_	IN	_	13	prep	_	_
8	the	the	_	DT	_	13	det	_	_
9	original	original	_	JJ	_	13	amod	_	_
10	87	87	_	CD	_	12	nummod	_	_
11	-	-	_	HYPH	_	12	punct	_	_
12	tag	tag	_	NN	_	13	compound	_	_
13	tagset	tagset	_	NN	_	6	oblfrom	_	_
14	for	for	_	IN	_	17	case	_	_
15	the	the	_	DT	_	17	det	_	_
16	Brown	Brown	_	NNP	_	17	compound	_	_
17	Corpus	Corpus	_	NNP	_	13	nmodfor	_	_

1	For	for	_	IN	_	2	case	_	_
2	example	example	_	NN	_	9	oblfor	_	_
3	the	the	_	DT	_	8	det	_	_
4	original	original	_	JJ	_	8	amod	_	_
5	Brown	Brown	_	NNP	_	8	compound	_	_
6	and	and	_	CC	_	7	cc	_	_
7	C5	C5	_	NNP	_	5	conjand	5:conjand|8:compound	_
8	tagsets	tagset	_	NNS	_	9	nsubj	_	_
9	include	include	_	VBP	_	0	ROOT	_	_
10	a	a	_	DT	_	12	det	_	_
11	separate	separate	_	JJ	_	12	amod	_	_
12	tag	tag	_	NN	_	22	nsubj	22:nsubj|37:nsubj|39:nsubj	_
13	for	for	_	IN	_	14	case	_	_
14	each	each	_	DT	_	12	nmodfor	_	_
15	of	of	_	IN	_	18	case	_	_
16	the	the	_	DT	_	18	det	_	_
17	different	different	_	JJ	_	18	amod	_	_
18	forms	form	_	NNS	_	14	nmodof	_	_
19	of	of	_	IN	_	21	case	_	_
20	the	the	_	DT	_	21	det	_	_
21	verbs	verb	_	NNS	_	18	nmodof	_	_
22	do	do	_	VB	_	9	ccomp	_	_
23	e.g.	e.g.	_	FW	_	27	dep	_	_
24	C5	c5	_	NNP	_	27	compound	_	_
25	tag	tag	_	NNP	_	27	compound	_	_
26	VDD	VDD	_	NNP	_	22	dep	_	_
27	for	for	_	IN	_	29	mark	_	_
28	did	did	_	VBD	_	27	dep	_	_
29	and	and	_	CC	_	31	cc	_	_
30	VDG	VDG	_	VBD	_	27	dep	27:dep|29:conjand	_
31	tag	tag	_	NN	_	29	obj	_	_
32	for	for	_	IN	_	34	mark	_	_
33	doing	do	_	VBG	_	29	advcl	_	_
34	be	be	_	VB	_	9	ccomp	9:ccomp|22:conjand	_
35	and	and	_	CC	_	39	cc	_	_
36	have	have	_	VB	_	22	conjand	_	_

1	Thus	thus	_	RB	_	14	advmod	_	_
2	the	the	_	DT	_	10	det	_	_
3	EM	em	_	JJ	_	5	dep	_	_
4	-	-	_	HYPH	_	5	punct	_	_
5	trained	train	_	VBN	_	10	amod	_	_
6	pure	pure	_	JJ	_	8	amod	_	_
7	HMM	HMM	_	NN	_	10	compound	_	_
8	tagger	tagger	_	NN	_	14	nsubj	_	_
9	is	be	_	VBZ	_	14	cop	_	_
10	probably	probably	_	RB	_	14	advmod	_	_
11	best	best	_	RBS	_	14	advmod	_	_
12	suited	suited	_	JJ	_	0	ROOT	_	_
13	to	to	_	IN	_	16	case	_	_
14	cases	case	_	NNS	_	14	oblto	_	_
15	where	where	_	WRB	_	22	advmod	_	_
16	no	no	_	DT	_	20	det	_	_
17	training	training	_	NN	_	20	compound	_	_
18	data	datum	_	NNS	_	22	nsubj	_	_
19	is	be	_	VBZ	_	22	cop	_	_
20	available	available	_	JJ	_	14	advcl	_	_
21	for	for	_	IN	_	25	case	_	_
22	example	example	_	NN	_	22	oblfor	22:oblfor|29:nmodfor	_
23	when	when	_	WRB	_	29	advmod	_	_
24	tagging	tag	_	JJ	_	29	amod	_	_
25	languages	language	_	NNS	_	28	obj	_	_
26	for	for	_	IN	_	31	case	_	_
27	which	which	_	WDT	_	25	ref	_	_
28	no	no	_	DT	_	33	det	_	_
29	data	data	_	NNS	_	38	nsubjpass	_	_
30	was	be	_	VBD	_	38	auxpass	_	_
31	previously	previously	_	RB	_	38	advmod	_	_
32	hand	hand	_	NN	_	38	dep	_	_
33	-	-	_	HYPH	_	38	punct	_	_
34	tagged	tag	_	VBN	_	25	aclrecl	_	_

1	Skill	skill	_	NNP	_	5	nsubj	5:nsubj|7:nsubj	_
2	without	without	_	IN	_	3	case	_	_
3	imagination	imagination	_	NN	_	1	nmodwithout	_	_
4	is	be	_	VBZ	_	5	cop	_	_
5	craftsmanship	craftsmanship	_	JJ	_	0	ROOT	_	_
6	and	and	_	CC	_	7	cc	_	_
7	gives	give	_	VBZ	_	5	conjand	_	_
8	us	-PRON-	_	PRP	_	7	iobj	_	_
9	many	many	_	JJ	_	11	amod	_	_
10	useful	useful	_	JJ	_	11	amod	_	_
11	objects	object	_	NNS	_	7	obj	_	_
12	such	such	_	JJ	_	16	case	_	_
13	as	as	_	IN	_	12	fixed	_	_
14	wickerwork	wickerwork	_	NN	_	16	compound	_	_
15	picnic	picnic	_	NN	_	16	compound	_	_
16	baskets	basket	_	NNS	_	11	nmodsuchas	_	_

1	Imagination	imagination	_	NNP	_	4	nsubj	_	_
2	without	without	_	IN	_	3	case	_	_
3	skill	skill	_	NN	_	1	nmodwithout	_	_
4	gives	give	_	VBZ	_	0	ROOT	_	_
5	us	-PRON-	_	PRP	_	4	iobj	_	_
6	modern	modern	_	JJ	_	7	amod	_	_
7	art	art	_	NN	_	4	obj	_	_

1	But	but	_	CC	_	6	cc	_	_
2	far	far	_	RB	_	3	advmod	_	_
3	fewer	few	_	JJR	_	4	amod	_	_
4	people	people	_	NNS	_	6	nsubj	_	_
5	fully	fully	_	RB	_	6	advmod	_	_
6	understand	understand	_	VBP	_	0	ROOT	_	_
7	how	how	_	WRB	_	11	advmod	_	_
8	the	the	_	DT	_	10	det	_	_
9	Media	Media	_	NNP	_	10	compound	_	_
10	Lab	Lab	_	NNP	_	11	nsubj	11:nsubj|13:nsubj|18:nsubj	_
11	operates	operate	_	VBZ	_	6	ccomp	_	_
12	fits	fit	_	VBZ	_	6	ccomp	6:ccomp|11:conjand	_
13	into	into	_	IN	_	15	case	_	_
14	MIT	MIT	_	NNP	_	13	oblinto	_	_
15	and	and	_	CC	_	18	cc	_	_
16	encourages	encourage	_	VBZ	_	6	ccomp	6:ccomp|11:conj	_
17	such	such	_	PDT	_	22	predet	_	_
18	a	a	_	DT	_	22	det	_	_
19	creative	creative	_	JJ	_	22	amod	_	_
20	environment	environment	_	NN	_	18	obj	_	_
21	about	about	_	RB	_	25	advmod	_	_
22	half	half	_	PDT	_	32	nsubj	_	_
23	of	of	_	IN	_	31	case	_	_
24	the	the	_	DT	_	31	det	_	_
25	anniversary	anniversary	_	NN	_	31	compound	_	_
26	celebration	celebration	_	NN	_	31	compound	_	_
27	’s	’s	_	NN	_	31	compound	_	_
28	program	program	_	NN	_	25	nmodof	_	_
29	focused	focus	_	VBD	_	6	parataxis	_	_
30	on	on	_	IN	_	35	mark	_	_
31	simply	simply	_	RB	_	35	advmod	_	_
32	defining	define	_	VBG	_	32	advcl	_	_
33	what	what	_	WP	_	40	obj	_	_
34	the	the	_	DT	_	39	det	_	_
35	Media	Media	_	NNP	_	39	compound	_	_
36	Lab	Lab	_	NNP	_	40	nsubj	_	_
37	is	be	_	VBZ	_	35	ccomp	_	_

1	Instead	instead	_	RB	_	4	mark	_	_
2	of	of	_	IN	_	1	fixed	_	_
3	constantly	constantly	_	RB	_	4	advmod	_	_
4	worrying	worry	_	VBG	_	13	advcl	_	_
5	about	about	_	IN	_	6	case	_	_
6	funding	funding	_	NN	_	4	oblabout	_	_
7	the	the	_	DT	_	9	det	_	_
8	faculty	faculty	_	NN	_	13	nsubj	_	_
9	and	and	_	CC	_	11	cc	_	_
10	students	student	_	NNS	_	9	conjand	9:conjand|13:nsubj	_
11	can	can	_	MD	_	13	aux	_	_
12	focus	focus	_	VB	_	0	ROOT	_	_
13	on	on	_	IN	_	16	case	_	_
14	their	-PRON-	_	PRP$	_	16	nmodposs	_	_
15	project	project	_	NN	_	13	oblon	_	_
16	with	with	_	IN	_	20	case	_	_
17	the	the	_	DT	_	20	det	_	_
18	exception	exception	_	NN	_	13	oblwith	_	_
19	of	of	_	IN	_	22	case	_	_
20	sponsors	sponsor	_	NNS	_	20	nmodof	_	_
21	weeks	week	_	NNS	_	22	dep	_	_
22	when	when	_	WRB	_	28	advmod	_	_
23	they	-PRON-	_	PRP	_	28	nsubj	_	_
24	have	have	_	VBP	_	22	aclrelcl	_	_
25	to	to	_	TO	_	30	aux	_	_
26	convince	convince	_	VB	_	28	xcomp	_	_
27	companies	company	_	NNS	_	30	obj	30:obj|33:xsubj|35:xsubj	_
28	to	to	_	TO	_	33	mark	_	_
29	start	start	_	VB	_	30	xcomp	_	_
30	or	or	_	CC	_	35	cc	_	_
31	continue	continue	_	VB	_	30	xcomp	30:xcomp|33:conjor	_
32	their	-PRON-	_	PRP$	_	37	poss	_	_
33	support	support	_	NN	_	35	dobj	_	_